nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
Karel Vítězslav Mašek,1865-09-01T00:00:00Z,1927-07-24T00:00:00Z,"Autriche-Hongrie,Tchécoslovaquie,Autriche-Hongrie,Tchécoslovaquie",Komořany,Bubeneč,symbolisme
François-Raoul Larche,1860-10-22T00:00:00Z,1912-06-03T00:00:00Z,France,Saint-André-de-Cubzac,Paris,
Claude-François Vignon,1634-10-01T00:00:00Z,1703-02-27T00:00:00Z,France,Paris,Paris,
Hector Hanoteau,1823-05-25T00:00:00Z,1890-04-07T00:00:00Z,France,Decize,Cercy-la-Tour,
Auguste-Hyacinthe Debay,1804-04-02T00:00:00Z,1865-03-24T00:00:00Z,France,Nantes,Paris,
Maurice de Vlaminck,1876-04-04T00:00:00Z,1958-10-11T00:00:00Z,France,Paris,Rueil-la-Gadelière,fauvisme
Domenichino,1581-10-31T00:00:00Z,1641-04-16T00:00:00Z,"États pontificaux,États pontificaux",Bologne,Naples,
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"comté de Flandre,comté de Flandre,comté de Flandre,Pays-Bas bourguignons,Pays-Bas bourguignons,Pays-Bas bourguignons,Pays-Bas des Habsbourg,Pays-Bas des Habsbourg,Pays-Bas des Habsbourg,Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux",Oudewater,Bruges,Primitif flamand
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"comté de Flandre,comté de Flandre,comté de Flandre,Pays-Bas bourguignons,Pays-Bas bourguignons,Pays-Bas bourguignons,Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas des Habsbourg,Pays-Bas des Habsbourg,Pays-Bas des Habsbourg",Oudewater,Bruges,Primitif flamand
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"Pays-Bas des Habsbourg,Pays-Bas des Habsbourg,Pays-Bas des Habsbourg,Pays-Bas méridionaux,Pays-Bas méridionaux,Pays-Bas méridionaux,comté de Flandre,comté de Flandre,comté de Flandre,Pays-Bas bourguignons,Pays-Bas bourguignons,Pays-Bas bourguignons",Oudewater,Bruges,Primitif flamand
Louis Muraton,1855-11-06T00:00:00Z,1919-11-20T00:00:00Z,France,Tours,14e arrondissement de Paris,
Honoré Daumier,1808-02-26T00:00:00Z,1879-02-10T00:00:00Z,France,Marseille,Valmondois,
Jean Decourt,1530-01-01T00:00:00Z,1584-01-01T00:00:00Z,France,Limoges,Paris,
André Lhote,1885-07-05T00:00:00Z,1962-01-25T00:00:00Z,"France,France",Bordeaux,Paris,
Grégoire Giraud,1783-03-17T00:00:00Z,1836-02-19T00:00:00Z,France,Le Luc,Paris,
Jean-Baptiste Lallemand,1716-08-17T00:00:00Z,1803-01-01T00:00:00Z,France,Dijon,Paris,
Charles-Émile Callande de Champmartin,1797-03-02T00:00:00Z,1883-07-15T00:00:00Z,France,Bourges,Paris,orientalisme
Albert Dagnaux,1861-07-10T00:00:00Z,1933-11-22T00:00:00Z,France,Paris,Mantes-la-Jolie,impressionnisme
Willem van de Velde,1611-01-01T00:00:00Z,1693-12-13T00:00:00Z,Pays-Bas,Leyde,Greenwich,
Félix Ravaisson,1813-10-23T00:00:00Z,1900-05-18T00:00:00Z,France,Namur,Paris,
Francisco José de Goya y Lucientes,1746-03-30T00:00:00Z,1828-04-16T00:00:00Z,Espagne,Fuendetodos,Bordeaux,romantisme
Ernest Meissonier,1815-02-21T00:00:00Z,1891-01-31T00:00:00Z,France,Lyon,Paris,art académique
François Vernay,1821-11-02T00:00:00Z,1896-09-07T00:00:00Z,France,Lyon,Lyon,
François-Guillaume Ménageot,1744-07-09T00:00:00Z,1816-10-04T00:00:00Z,France,Londres,Paris,
Agostino Carracci,1557-08-26T00:00:00Z,1602-03-22T00:00:00Z,"États pontificaux,États pontificaux,États pontificaux,États pontificaux",Bologne,Parme,
Andrea del Sarto,1487-07-25T00:00:00Z,1530-10-09T00:00:00Z,République florentine,Florence,Florence,Haute Renaissance
Odilon Redon,1840-04-22T00:00:00Z,1916-07-06T00:00:00Z,"France,France",Bordeaux,Paris,symbolisme
