nomcreateur,datenaissance,datemort,nationalité,lieunaissance,lieumort,mouvement
Frédéric Samuel Cordey,1854-07-09T00:00:00Z,1911-02-18T00:00:00Z,France,Paris,Paris,impressionnisme
Achille Devéria,1800-02-06T00:00:00Z,1857-12-23T00:00:00Z,France,Paris,Paris,romantisme
Pierre Carrier-Belleuse,1851-01-29T00:00:00Z,1932-01-29T00:00:00Z,France,Paris,Paris,art académique
Achille Laugé,1861-08-29T00:00:00Z,1944-06-02T00:00:00Z,France,Arzens,Cailhau,pointillisme
Jean Duplessis-Bertaux,1750-01-01T00:00:00Z,1818-09-29T00:00:00Z,France,Paris,Paris,
Jean Cousin l'Ancien,1500-01-01T00:00:00Z,1589-01-01T00:00:00Z,France,Soucy,Paris,Haute Renaissance
Eugène Delacroix,1798-04-26T00:00:00Z,1863-08-13T00:00:00Z,France,Saint-Maurice,Paris,romantisme
Δομήνικος Θεοτοκόπουλος,1541-10-01T00:00:00Z,1614-04-07T00:00:00Z,"Espagne,république de Venise",Héraklion,Tolède,maniérisme
Henri Matisse,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z,France,Le Cateau-Cambrésis,Nice,impressionnisme
Louis-Claude Vassé,1716-01-01T00:00:00Z,1772-11-30T00:00:00Z,France,Paris,Paris,
Pierre-Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,France,Limoges,Cagnes-sur-Mer,impressionnisme
Bonaventure de Bar,1700-01-01T00:00:00Z,1729-09-01T00:00:00Z,France,Paris,Paris,
Théo Van Rysselberghe,1862-11-23T00:00:00Z,1926-12-14T00:00:00Z,Belgique,Gand,Le Lavandou,néo-impressionnisme
Camille Roqueplan,1803-02-18T00:00:00Z,1855-09-30T00:00:00Z,France,Mallemort,Paris,romantisme
Charles Chaplin,1825-06-08T00:00:00Z,1891-01-30T00:00:00Z,"France,Royaume-Uni de Grande-Bretagne et d'Irlande",Les Andelys,Paris,
Charles Thévenin,1764-07-12T00:00:00Z,1838-02-28T00:00:00Z,France,Paris,Paris,néo-classicisme
Jean-Jacques Monanteuil,1785-07-11T00:00:00Z,1860-06-10T00:00:00Z,France,Mortagne-au-Perche,Le Mans,
René-Antoine Houasse,1645-01-01T00:00:00Z,1710-05-27T00:00:00Z,France,Paris,Paris,
Rembrandt Harmenszoon van Rijn,1606-07-15T00:00:00Z,1669-10-04T00:00:00Z,Provinces-Unies,Leiden,Amsterdam,âge d'or de la peinture néerlandaise
藤田嗣治,1886-11-27T00:00:00Z,1968-01-29T00:00:00Z,"Japon,France",Tokyo,Zurich,expressionnisme
Eugène Lawrence Vail,1857-09-29T00:00:00Z,1934-12-25T00:00:00Z,France,Saint-Servan,7e arrondissement de Paris,
Arnould de Vuez,1642-03-10T00:00:00Z,1720-06-18T00:00:00Z,France,Saint-Omer,Lille,baroque
Clément Castelli,1870-01-14T00:00:00Z,1959-12-12T00:00:00Z,France,Premia,Paris,art académique
Anton Mauve,1838-09-18T00:00:00Z,1888-02-05T00:00:00Z,Pays-Bas,Zaandam,Arnhem,École de la Haye
Francisco José de Goya y Lucientes,1746-03-30T00:00:00Z,1828-04-16T00:00:00Z,Espagne,Fuendetodos,Bordeaux,romantisme
François-Émile Michel,1828-07-19T00:00:00Z,1909-05-24T00:00:00Z,France,Metz,Paris,
Raymond Duchamp-Villon,1876-11-05T00:00:00Z,1918-10-07T00:00:00Z,France,Rouen,Cannes,cubisme
Jean-Achille Benouville,1815-07-15T00:00:00Z,1891-02-06T00:00:00Z,France,Paris,7e arrondissement de Paris,
Claude Marie Paul Dubufe,1790-01-01T00:00:00Z,1864-04-24T00:00:00Z,France,Paris,La Celle-Saint-Cloud,
Louis Albert Guislain Bacler d'Albe,1761-10-21T00:00:00Z,1824-09-12T00:00:00Z,France,Saint-Pol-sur-Ternoise,Sèvres,
Jacques Courtois,1621-02-12T00:00:00Z,1676-11-14T00:00:00Z,comté de Bourgogne,Saint-Hippolyte,Rome,
Abel de Pujol,1785-01-30T00:00:00Z,1861-09-28T00:00:00Z,France,Valenciennes,Paris,
Émilien de Nieuwerkerke,1811-04-16T00:00:00Z,1892-01-16T00:00:00Z,France,Paris,Italie,
Ligier Richier,1500-09-15T00:00:00Z,1567-01-01T00:00:00Z,France,Saint-Mihiel,Genève,
Valentin de Boulogne,1591-01-03T00:00:00Z,1632-08-19T00:00:00Z,royaume de France,Coulommiers,Rome,caravagisme
Honoré Daumier,1808-02-26T00:00:00Z,1879-02-10T00:00:00Z,France,Marseille,Valmondois,
Félix Ravaisson,1813-10-23T00:00:00Z,1900-05-18T00:00:00Z,France,Namur,Paris,
Germain Pilon,1525-01-01T00:00:00Z,1590-02-03T00:00:00Z,France,Paris,Paris,
Jan van Eyck,1390-01-01T00:00:00Z,1441-07-18T00:00:00Z,Pays-Bas méridionaux,Principauté de Liège,Bruges,Primitif flamand
Jean-Baptiste-Ange Tissier,1814-03-06T00:00:00Z,1876-04-04T00:00:00Z,France,Paris,Nice,romantisme
Giuseppe Maria Crespi,1665-03-16T00:00:00Z,1747-07-16T00:00:00Z,États pontificaux,Bologne,Bologne,
Jules Worms,1832-12-16T00:00:00Z,1924-11-25T00:00:00Z,France,Paris,Paris,
Césarine Davin-Mirvault,1773-06-03T00:00:00Z,1844-11-25T00:00:00Z,France,Paris,Paris,
Walter Gay,1856-01-22T00:00:00Z,1937-07-15T00:00:00Z,États-Unis,Boston,Paris,
Ernest de Chamaillard,1862-12-09T00:00:00Z,1931-09-30T00:00:00Z,France,Gourlizon,Eaubonne,postimpressionnisme
Pauline Auzou,1775-03-24T00:00:00Z,1835-05-15T00:00:00Z,France,Paris,Paris,réalisme
Charles-Antoine Bridan,1730-07-31T00:00:00Z,1805-04-28T00:00:00Z,France,Ravières,Paris,
Joseph Parrocel,1646-10-03T00:00:00Z,1704-03-01T00:00:00Z,France,Brignoles,Paris,
Francisco de Zurbarán,1598-11-07T00:00:00Z,1664-08-27T00:00:00Z,Espagne,Fuente de Cantos,Madrid,baroque
Jean-François Raffaëlli,1850-04-20T00:00:00Z,1924-02-29T00:00:00Z,France,Paris,Paris,impressionnisme
François Bonvin,1817-11-22T00:00:00Z,1887-12-19T00:00:00Z,France,Paris,Saint-Germain-en-Laye,réalisme
John Constable,1776-06-11T00:00:00Z,1837-03-31T00:00:00Z,"royaume de Grande-Bretagne,Royaume-Uni de Grande-Bretagne et d'Irlande",East Bergholt,Charlotte Street,romantisme
François Lemoyne,1688-01-01T00:00:00Z,1737-06-04T00:00:00Z,France,Paris,Paris,rococo
Henri-Lucien Doucet,1856-08-23T00:00:00Z,1895-12-30T00:00:00Z,France,Paris,16e arrondissement de Paris,
François Anguier,1604-01-01T00:00:00Z,1669-01-01T00:00:00Z,France,Eu,Paris,
Henri Blanc-Fontaine,1819-01-16T00:00:00Z,1897-12-20T00:00:00Z,France,Grenoble,Isère,
Abraham Govaerts,1589-08-30T00:00:00Z,1626-09-09T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,baroque
Fra Angelico,1400-01-01T00:00:00Z,1455-02-18T00:00:00Z,Italie,Vicchio,Rome,Renaissance italienne
Lucien Lévy-Dhurmer,1865-09-30T00:00:00Z,1953-09-24T00:00:00Z,France,Alger,Le Vésinet,
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"comté de Flandre,Pays-Bas bourguignons,Pays-Bas des Habsbourg,Pays-Bas méridionaux",Oudewater,Bruges,Primitif flamand
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"comté de Flandre,Pays-Bas bourguignons,Pays-Bas méridionaux,Pays-Bas des Habsbourg",Oudewater,Bruges,Primitif flamand
Gerard David,1460-01-01T00:00:00Z,1523-08-23T00:00:00Z,"Pays-Bas méridionaux,Pays-Bas bourguignons,comté de Flandre,Pays-Bas des Habsbourg",Oudewater,Bruges,Primitif flamand
Ker-Xavier Roussel,1867-12-10T00:00:00Z,1944-06-06T00:00:00Z,France,Metz,L'Étang-la-Ville,
Henri-Gabriel Ibels,1867-11-30T00:00:00Z,1936-02-01T00:00:00Z,France,10e arrondissement de Paris,10e arrondissement de Paris,nabi
Peder Severin Krøyer,1851-07-23T00:00:00Z,1909-11-21T00:00:00Z,"Norvège,Danemark",Stavanger,Skagen,impressionnisme
Claude Michallon,1752-01-01T00:00:00Z,1799-09-17T00:00:00Z,France,Lyon,Paris,
Luigi Russolo,1885-04-30T00:00:00Z,1947-02-04T00:00:00Z,"Italie,royaume d'Italie",Portogruaro,Laveno-Mombello,futurisme
Louis Étienne Watelet,1780-08-25T00:00:00Z,1866-06-21T00:00:00Z,France,Paris,Paris,
Pierre-François Berruer,1733-12-17T00:00:00Z,1797-04-04T00:00:00Z,France,Paris,Paris,
Charles-Alphonse-Paul Bellay,1826-03-22T00:00:00Z,1900-01-01T00:00:00Z,France,Paris,Paris,
Hippolyte Bellangé,1800-01-17T00:00:00Z,1866-04-10T00:00:00Z,France,Paris,Paris,
Amable Louis Claude Pagnest,1790-06-09T00:00:00Z,1819-05-25T00:00:00Z,France,Paris,Paris,
Antoine-Alphonse Montfort,1802-04-03T00:00:00Z,1884-09-28T00:00:00Z,France,Paris,Paris,
Edgar Maxence,1871-09-17T00:00:00Z,1954-07-31T00:00:00Z,France,Nantes,La Bernerie-en-Retz,symbolisme
Hippolyte Sebron,1801-08-21T00:00:00Z,1879-09-01T00:00:00Z,France,Caudebec-en-Caux,Paris,
Odilon Redon,1840-04-22T00:00:00Z,1916-07-06T00:00:00Z,France,Bordeaux,Paris,symbolisme
Jean-Léon Gérôme,1824-05-11T00:00:00Z,1904-01-10T00:00:00Z,France,Vesoul,9e arrondissement de Paris,orientalisme
Jean-Bernard Chalette,1631-05-06T00:00:00Z,1684-11-29T00:00:00Z,France,Toulouse,Rennes,
Gustave Jacquet,1846-05-25T00:00:00Z,1909-07-12T00:00:00Z,France,Paris,Paris,
François-Édouard Picot,1786-10-17T00:00:00Z,1868-03-15T00:00:00Z,France,Paris,9e arrondissement de Paris,néo-classicisme
Alonso Cano de Almansa,1601-02-19T00:00:00Z,1667-09-03T00:00:00Z,Espagne,Grenade,Grenade,baroque
Adélaïde Labille-Guiard,1749-04-11T00:00:00Z,1803-04-24T00:00:00Z,France,Paris,Paris,rococo
Albert Rigolot,1862-11-28T00:00:00Z,1932-04-25T00:00:00Z,France,14e arrondissement de Paris,Paris,orientalisme
Denis Foyatier,1793-09-21T00:00:00Z,1863-11-19T00:00:00Z,France,Bussières,6e arrondissement de Paris,néo-classicisme
Aertgen van Leyden,1498-01-01T00:00:00Z,1564-01-01T00:00:00Z,Pays-Bas,Leyde,Leyde,
Pierre-Victor Galland,1822-07-15T00:00:00Z,1892-11-30T00:00:00Z,France,Genève,Paris,
Serge Poliakoff,1900-01-08T00:00:00Z,1969-10-13T00:00:00Z,"France,Empire russe,Union des républiques socialistes soviétiques",Moscou,Paris,Expressionnisme abstrait
Édouard Detaille,1848-10-05T00:00:00Z,1912-12-24T00:00:00Z,France,Paris,Paris,art académique
Alexandre Antigna,1817-03-07T00:00:00Z,1878-02-26T00:00:00Z,France,Orléans,Paris,réalisme
Charles-Louis Corbet,1758-01-26T00:00:00Z,1808-12-10T00:00:00Z,France,Douai,Paris,
William Quiller Orchardson,1832-03-27T00:00:00Z,1910-04-13T00:00:00Z,Royaume-Uni de Grande-Bretagne et d'Irlande,Édimbourg,Londres,
Charles Dufresne,1876-11-23T00:00:00Z,1938-08-08T00:00:00Z,France,Millemont,La Seyne-sur-Mer,orientalisme
Agnolo Bronzino,1503-11-27T00:00:00Z,1572-12-03T00:00:00Z,Italie,Florence,Florence,maniérisme
Carel Pietersz Fabritius,1622-02-27T00:00:00Z,1654-10-12T00:00:00Z,Pays-Bas,Middenbeemster,Delft,baroque
Charles Mellin,1597-01-01T00:00:00Z,1649-09-21T00:00:00Z,France,Nancy,Rome,
Pierre-Paul Prud'hon,1758-04-04T00:00:00Z,1823-02-16T00:00:00Z,France,Cluny,Paris,
Noël Coypel,1628-12-25T00:00:00Z,1707-12-24T00:00:00Z,France,Paris,Paris,
François-Hubert Drouais,1727-12-14T00:00:00Z,1775-10-21T00:00:00Z,France,Paris,Paris,
Louis Jean François Lagrenée,1725-01-21T00:00:00Z,1805-06-19T00:00:00Z,France,Paris,Paris,
François Pompon,1855-05-09T00:00:00Z,1933-05-06T00:00:00Z,France,Saulieu,Paris,
Charles Jacque,1813-05-23T00:00:00Z,1894-05-07T00:00:00Z,France,Paris,boulevard de Clichy,
Domenico Ghirlandaio,1448-06-11T00:00:00Z,1494-01-20T00:00:00Z,République florentine,Florence,Florence,Renaissance italienne
Paul Gachet,1828-07-30T00:00:00Z,1909-01-09T00:00:00Z,France,Lille,Auvers-sur-Oise,
Claude Joseph Vernet,1714-08-14T00:00:00Z,1789-12-03T00:00:00Z,France,Avignon,Paris,
Étienne Dinet,1861-03-28T00:00:00Z,1929-12-24T00:00:00Z,France,1er arrondissement de Paris,Paris,orientalisme
Charles-Philippe Larivière,1798-09-28T00:00:00Z,1876-02-29T00:00:00Z,France,Paris,Paris,néo-classicisme
Jean-Joseph-Xavier Bidauld,1758-04-10T00:00:00Z,1846-10-20T00:00:00Z,France,Carpentras,Montmorency,
François Gérard,1770-05-04T00:00:00Z,1837-01-11T00:00:00Z,France,Rome,Paris,
Jérôme-Martin Langlois,1779-03-11T00:00:00Z,1838-12-28T00:00:00Z,France,Paris,Paris,
Wenceslas Cobergher,1560-01-01T00:00:00Z,1634-11-23T00:00:00Z,Pays-Bas méridionaux,Anvers,Bruxelles,
Martin Desjardins,1637-01-01T00:00:00Z,1694-05-02T00:00:00Z,"Pays-Bas,France",Bréda,Paris,
Marie-Denise Villers,1774-01-01T00:00:00Z,1821-08-19T00:00:00Z,France,Paris,Paris,néo-classicisme
Charles Laval,1862-03-17T00:00:00Z,1894-04-27T00:00:00Z,France,9e arrondissement de Paris,14e arrondissement de Paris,École de Pont-Aven
Georges Clairin,1843-09-11T00:00:00Z,1919-09-02T00:00:00Z,France,Paris,Clohars-Carnoët,orientalisme
Jean-Pierre Cortot,1787-08-20T00:00:00Z,1843-08-12T00:00:00Z,France,Paris,Paris,
Jean Aujame,1905-05-12T00:00:00Z,1965-07-05T00:00:00Z,France,Aubusson,Allier,
Othon Friesz,1879-02-06T00:00:00Z,1949-01-10T00:00:00Z,France,Le Havre,Paris,postimpressionnisme
Jan Brueghel de Jonge,1601-09-13T00:00:00Z,1678-09-01T00:00:00Z,Pays-Bas méridionaux,Anvers,Anvers,baroque
Henri Harpignies,1819-07-24T00:00:00Z,1916-08-28T00:00:00Z,France,Valenciennes,Saint-Privé,
Carel de Moor,1655-02-25T00:00:00Z,1738-02-16T00:00:00Z,"Pays-Bas,Provinces-Unies",Leyde,Warmond,
Clément-Louis-Marie-Anne Belle,1722-11-16T00:00:00Z,1806-09-29T00:00:00Z,France,Paris,Paris,
Claude Verdot,1667-01-01T00:00:00Z,1733-12-19T00:00:00Z,France,Paris,Paris,
Denys Puech,1854-12-03T00:00:00Z,1942-12-09T00:00:00Z,France,Bozouls,Rodez,
James Pryde,1866-03-30T00:00:00Z,1941-03-01T00:00:00Z,"Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande",Édimbourg,Kensington,
Hippolyte Poterlet,1803-05-29T00:00:00Z,1835-04-04T00:00:00Z,France,Épernay,Paris,
Ernest Ange Duez,1843-03-08T00:00:00Z,1896-04-05T00:00:00Z,France,Paris,Bougival,
Jacopo Zucchi,1542-01-01T00:00:00Z,1596-01-01T00:00:00Z,"Grand-duché de Toscane,duché de Florence",Florence,Florence,
Mattia Preti,1613-02-24T00:00:00Z,1699-01-03T00:00:00Z,Italie,Taverna,La Valette,baroque
Giovanni Boldini,1842-12-31T00:00:00Z,1931-07-11T00:00:00Z,royaume d'Italie,Ferrare,Paris,Macchiaioli
William Orpen,1878-11-27T00:00:00Z,1931-09-29T00:00:00Z,"Irlande,Royaume-Uni,Royaume-Uni de Grande-Bretagne et d'Irlande,État libre d'Irlande",Stillorgan,Londres,
Giovanni Bellini,1430-01-01T00:00:00Z,1516-11-29T00:00:00Z,république de Venise,Venise,Venise,Renaissance
Albert Dubois-Pillet,1846-10-28T00:00:00Z,1890-08-18T00:00:00Z,France,Paris,Le Puy-en-Velay,pointillisme
François Joseph Girot,1873-08-25T00:00:00Z,1916-05-07T00:00:00Z,France,Grenoble,Dugny-sur-Meuse,
Alexandre Cabanel,1823-09-28T00:00:00Z,1889-01-23T00:00:00Z,France,Montpellier,Paris,art académique
Joseph-Benoît Suvée,1743-01-03T00:00:00Z,1807-02-09T00:00:00Z,"France,Pays-Bas méridionaux",Bruges,Rome,néo-classicisme
Amélie Beaury-Saurel,1848-12-19T00:00:00Z,1924-05-30T00:00:00Z,France,Barcelone,17e arrondissement de Paris,art académique
Gabriel Prieur,1806-08-21T00:00:00Z,1879-05-22T00:00:00Z,France,La Ferté-Gaucher,10e arrondissement de Paris,
Charles Lacoste,1870-03-03T00:00:00Z,1959-03-01T00:00:00Z,France,Floirac,Paris,
Louis Joseph Watteau,1731-04-10T00:00:00Z,1798-08-27T00:00:00Z,France,Valenciennes,Lille,
Maxime Maufra,1861-05-17T00:00:00Z,1918-05-23T00:00:00Z,France,Nantes,Poncé-sur-le-Loir,École de Pont-Aven
Georges Gasté,1869-08-30T00:00:00Z,1910-01-01T00:00:00Z,France,6e arrondissement de Paris,Madurai,orientalisme
Carl Christian Constantin Hansen,1804-11-03T00:00:00Z,1880-03-29T00:00:00Z,Danemark,Rome,Copenhague,âge d'or danois
Jean-Baptiste Monnoyer,1636-01-12T00:00:00Z,1699-02-20T00:00:00Z,France,Lille,Londres,
Achille Etna Michallon,1796-10-22T00:00:00Z,1822-09-24T00:00:00Z,France,Paris,Paris,néo-classicisme
Nicolas de Staël,1914-01-05T00:00:00Z,1955-03-16T00:00:00Z,"France,Empire russe",Saint-Pétersbourg,Antibes,art abstrait
Gilles Allou,1670-01-01T00:00:00Z,1751-02-02T00:00:00Z,France,Paris,Paris,
Louis Antoine Capdevielle,1849-05-09T00:00:00Z,1905-07-27T00:00:00Z,France,Lourdes,Lourdes,
Bernard Dufour,1922-11-21T00:00:00Z,2016-07-22T00:00:00Z,France,Paris,Foissac,
Édouard Joseph Dantan,1848-08-26T00:00:00Z,1897-07-07T00:00:00Z,France,Paris,Villerville,Naturalisme
Achille Valois,1785-01-12T00:00:00Z,1862-11-17T00:00:00Z,France,Paris,Paris,
Joos van Craesbeeck,1605-01-01T00:00:00Z,1660-01-01T00:00:00Z,Pays-Bas méridionaux,Linter,Bruxelles,baroque
Jean-Louis Laneuville,1756-12-26T00:00:00Z,1826-03-26T00:00:00Z,France,Paris,Paris,
Michel Martin Drolling,1786-03-07T00:00:00Z,1851-01-09T00:00:00Z,France,Paris,Paris,néo-classicisme
Leon Dabo,1864-07-09T00:00:00Z,1960-11-07T00:00:00Z,"États-Unis,France",Paris,Manhattan,
Clément Boulanger,1805-01-01T00:00:00Z,1842-09-28T00:00:00Z,France,Paris,Manisa,
Félix Bracquemond,1833-05-22T00:00:00Z,1914-10-29T00:00:00Z,France,Paris,Sèvres,
Blanche Hoschedé,1865-11-10T00:00:00Z,1947-12-08T00:00:00Z,France,10e arrondissement de Paris,Giverny,
Charles Fortin,1815-06-12T00:00:00Z,1865-10-19T00:00:00Z,France,Paris,Paris,
Joseph Ehrismann,1880-03-02T00:00:00Z,1937-02-18T00:00:00Z,"France,Reich allemand",Mutzig,Strasbourg,
Jean-Marie Mengue,1855-12-30T00:00:00Z,1939-09-24T00:00:00Z,France,Bagnères-de-Luchon,Toulouse,
Jean Gaspard Félix Laché-Ravaisson-Mollien,1813-10-23T00:00:00Z,1900-05-18T00:00:00Z,France,Namur,Paris,
Jean-Baptiste Oudry,1686-03-17T00:00:00Z,1755-04-30T00:00:00Z,France,Paris,Beauvais,
Henri Serrure,1794-02-08T00:00:00Z,1865-09-02T00:00:00Z,France,Lambersart,Paris,
François Girardon,1628-03-17T00:00:00Z,1715-09-01T00:00:00Z,France,Troyes,Paris,classicisme
Marco Zoppo,1433-01-01T00:00:00Z,1478-01-01T00:00:00Z,"États pontificaux,république de Venise",Cento,Venise,
Charles Müller,1815-12-28T00:00:00Z,1892-01-09T00:00:00Z,France,Paris,Paris,art académique
Simone Martini,1284-01-01T00:00:00Z,1344-08-09T00:00:00Z,Italie,Sienne,Avignon,École siennoise
Jean-Baptiste Blanchard,1602-01-01T00:00:00Z,1665-01-01T00:00:00Z,France,Paris,Paris,
Armand Point,1860-03-23T00:00:00Z,1932-02-06T00:00:00Z,France,Alger,Naples,symbolisme
Anton Graff,1736-11-18T00:00:00Z,1813-06-22T00:00:00Z,"Suisse,Allemagne",Winterthour,Dresde,néo-classicisme
Gabrielle Kayser,1902-02-06T00:00:00Z,1993-01-19T00:00:00Z,France,Strasbourg,Strasbourg,
Jacques Linard,1590-01-01T00:00:00Z,1645-01-01T00:00:00Z,France,Troyes,10e arrondissement de Paris,
Jacques Gay,1851-02-22T00:00:00Z,1925-05-06T00:00:00Z,France,Voreppe,Grenoble,
Barthélemy Prieur,1536-01-01T00:00:00Z,1611-01-01T00:00:00Z,France,Berzieux,Paris,
Jean-Pierre Granger,1779-03-11T00:00:00Z,1840-12-01T00:00:00Z,France,Paris,Paris,
Isaac Moillon,1614-07-08T00:00:00Z,1673-05-26T00:00:00Z,France,Paris,Paris,
Louis-Joseph-Raphaël Collin,1850-06-17T00:00:00Z,1916-10-20T00:00:00Z,France,Paris,Brionne,symbolisme
Adolphe Gaussen,1871-05-12T00:00:00Z,1957-06-02T00:00:00Z,France,Marseille,Marseille,
Maria Elena Vieira da Silva,1908-06-13T00:00:00Z,1992-03-06T00:00:00Z,France,Lisbonne,Paris,École de Paris
Edmond Aman-Jean,1858-11-13T00:00:00Z,1936-01-25T00:00:00Z,France,Chevry-Cossigny,Paris,
Giuseppe Arcimboldo,1527-01-01T00:00:00Z,1593-07-11T00:00:00Z,duché de Milan,Milan,Milan,maniérisme
Étienne Allegrain,1644-01-01T00:00:00Z,1736-04-02T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Greuze,1725-08-21T00:00:00Z,1805-03-21T00:00:00Z,France,Tournus,Paris,
Augustin Théodule Ribot,1823-08-08T00:00:00Z,1891-09-11T00:00:00Z,France,Saint-Nicolas-d'Attez,Colombes,réalisme
Adèle Ferrand,1817-10-20T00:00:00Z,1848-04-01T00:00:00Z,France,Nancy,Saint-Pierre,
Nicolas Tournier,1590-07-12T00:00:00Z,1630-01-01T00:00:00Z,France,Montbéliard,Toulouse,
Georges Lacombe,1868-06-18T00:00:00Z,1916-06-29T00:00:00Z,France,Versailles,Alençon,nabi
Michel Anguier,1612-09-28T00:00:00Z,1686-07-11T00:00:00Z,France,Eu,Paris,
Frédéric Bazille,1841-12-06T00:00:00Z,1870-11-28T00:00:00Z,France,Montpellier,Beaune-la-Rolande,impressionnisme
Edme Dumont,1720-01-01T00:00:00Z,1775-01-01T00:00:00Z,France,Paris,Paris,
Giorgio de Chirico,1888-07-10T00:00:00Z,1978-11-20T00:00:00Z,"Italie,Grèce",Vólos,Rome,peinture métaphysique
Jacques Blanchard,1600-10-01T00:00:00Z,1638-11-10T00:00:00Z,France,Paris,Paris,
Philippe-Auguste Hennequin,1762-08-10T00:00:00Z,1833-05-12T00:00:00Z,France,Lyon,Leuze-en-Hainaut,
Chaïm Soutine,1893-01-13T00:00:00Z,1943-08-09T00:00:00Z,"France,Empire russe",Smilavichy,16e arrondissement de Paris,expressionnisme
Benozzo Gozzoli,1420-01-01T00:00:00Z,1497-10-04T00:00:00Z,Florence,Florence,Pistoie,Renaissance italienne
Bernard Blommers,1845-01-30T00:00:00Z,1914-12-12T00:00:00Z,Pays-Bas,La Haye,La Haye,École de la Haye
Charles Camoin,1879-09-23T00:00:00Z,1965-05-20T00:00:00Z,France,Marseille,Paris,
Giovanni Lanfranco,1582-02-05T00:00:00Z,1647-11-30T00:00:00Z,Italie,Parme,Rome,baroque
Jacopo Palma il Giovane,1550-01-01T00:00:00Z,1628-10-17T00:00:00Z,république de Venise,Venise,Venise,Haute Renaissance
Ernest Meissonier,1815-02-21T00:00:00Z,1891-01-31T00:00:00Z,France,Lyon,Paris,art académique
Georges Braque,1882-05-13T00:00:00Z,1963-08-31T00:00:00Z,France,Argenteuil,Paris,cubisme
Grégoire Giraud,1783-03-17T00:00:00Z,1836-02-19T00:00:00Z,France,Le Luc,Paris,
Robert Le Lorrain,1666-11-15T00:00:00Z,1743-06-01T00:00:00Z,France,Paris,Paris,baroque
Joseph-Félix Bouchor,1853-09-15T00:00:00Z,1937-10-27T00:00:00Z,France,Paris,Paris,
Jean Broc,1771-12-16T00:00:00Z,1850-01-01T00:00:00Z,France,Montignac-Lascaux,Empire russe,
Charles André van Loo,1705-02-15T00:00:00Z,1765-07-15T00:00:00Z,France,Nice,Paris,rococo
Charles Le Roux,1814-04-25T00:00:00Z,1895-02-27T00:00:00Z,France,Nantes,Nantes,
Pieter Brueghel de Jonge,1564-01-01T00:00:00Z,1638-10-10T00:00:00Z,Pays-Bas méridionaux,Bruxelles,Anvers,
Camille Demesmay,1815-04-15T00:00:00Z,1890-04-04T00:00:00Z,France,Besançon,Besançon,
Théodore Joseph Napoléon Jacques,1804-05-12T00:00:00Z,1876-03-28T00:00:00Z,France,Paris,10e arrondissement de Paris,
Gilles Aillaud,1928-06-05T00:00:00Z,2005-03-24T00:00:00Z,France,Paris,Paris,
Jean-Baptiste Farochon,1812-03-10T00:00:00Z,1871-07-01T00:00:00Z,France,Paris,Paris,
Eugène Laermans,1864-10-22T00:00:00Z,1940-02-22T00:00:00Z,Belgique,Molenbeek-Saint-Jean,Bruxelles,
Raffaello Sanzio,1483-04-15T00:00:00Z,1520-04-16T00:00:00Z,Saint-Empire romain germanique,Urbino,Rome,Renaissance italienne
Henri Foreau,1866-02-19T00:00:00Z,1938-04-01T00:00:00Z,France,Paris,Paris,
Amaury-Duval,1808-04-16T00:00:00Z,1885-12-26T00:00:00Z,France,Montrouge,Paris,art académique
Lorenzo Lippi,1606-05-03T00:00:00Z,1665-04-14T00:00:00Z,Italie,Florence,Florence,baroque
Gustave Brion,1824-10-24T00:00:00Z,1877-11-05T00:00:00Z,France,Rothau,14e arrondissement de Paris,
Rosalba Carriera,1675-10-07T00:00:00Z,1757-04-15T00:00:00Z,république de Venise,Venise,Venise,rococo
Henri Zuber,1844-06-24T00:00:00Z,1909-04-07T00:00:00Z,France,Rixheim,Paris,
Auguste Cain,1821-11-10T00:00:00Z,1894-08-06T00:00:00Z,France,Paris,10e arrondissement de Paris,
Jean Benner,1836-03-28T00:00:00Z,1906-10-28T00:00:00Z,France,Mulhouse,Paris,
Théophile Alexandre Steinlen,1859-11-10T00:00:00Z,1923-12-14T00:00:00Z,"Suisse,France",Lausanne,18e arrondissement de Paris,Art nouveau
Antoine Le Nain,1588-01-01T00:00:00Z,1648-05-25T00:00:00Z,France,Laon,Paris,
Paolo Veronese,1528-01-01T00:00:00Z,1588-04-19T00:00:00Z,république de Venise,Vérone,Venise,maniérisme
Eugène Faure,1822-07-14T00:00:00Z,1878-12-24T00:00:00Z,France,Seyssinet-Pariset,Bourg-Saint-Andéol,art académique
Frans Masereel,1889-07-30T00:00:00Z,1972-01-03T00:00:00Z,Belgique,Blankenberghe,Avignon,
Amedeo Modigliani,1884-07-12T00:00:00Z,1920-01-24T00:00:00Z,royaume d'Italie,Livourne,Paris,art moderne
Jean Francis Auburtin,1866-12-02T00:00:00Z,1930-05-22T00:00:00Z,France,10e arrondissement de Paris,Dieppe,symbolisme
Adolphe Lalyre,1848-10-01T00:00:00Z,1933-01-23T00:00:00Z,France,Rouvres-en-Woëvre,Courbevoie,symbolisme
