Référence,Auteurs,anneecreation,titre,Date_acquisition,Entrée_base,Ecole_pays,Identifiant_Museofile,Nom_officiel_musée,genre,Sujet_représenté,Statut_juridique,Mode_acquisition_simplifié,Mode_acquisition,Ville,Région,latitude,Longitude,largeur,hauteur,techniques,support,genre_simplifie,image,image_Bool,datenaissance,anneenaissance,datemort,anneemort,nationalité,lieunaissance,lieumort,mouvement
50410004304,MOREAU Gustave,1856,Hercule et Omphale,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Hercule : assis, Omphale : femme, angelot);colonne",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,65,104,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004305,MOREAU Gustave,1860,Hésiode et les Muses,1898,1999,France,M5041,musée Gustave Moreau,scène de genre,"scène (Hésiode : jeune homme, berger, groupe de figures : Les muses, cygne);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,133,133,peinture à l'huile,bois,Scène de genre,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004306,MOREAU Gustave,1882,Hésiode et les Muses,1898,1999,France,M5041,musée Gustave Moreau,nu,"scène (Hésiode : homme de lettres, jeune homme, nu, berger, groupe de figures : les Muses, cygne, Pégase, putto);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,155,263,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Hesiod%20and%20the%20Muses%20by%20Gustave%20Moreau.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004307,MOREAU Gustave,1894,Jupiter et Sémélé,1898,1999,France,M5041,musée Gustave Moreau,allégorie,"scène mythologique (trône, Jupiter : assis, lyre, rayons lumineux, lotus, Sémélé : femme, nudité, mort, Pan, architecture, colonne, allégorie : douleur, douleur, lys, allégorie : mort, épée, sphinge, végétation, fleur, fruit, ange : caducée, Séléné)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,118,213,peinture à l'huile,bois,Allégorie,http://commons.wikimedia.org/wiki/Special:FilePath/Jupiter%20and%20Semele%20by%20Gustave%20Moreau.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004323,MOREAU Gustave,1854,"Moïse, en vue de la Terre Promise, ôte ses sandales",1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Moïse : vieillard, la Terre promise, L'arche d'alliance, prêtre, foule, famille, raisin);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,151,245,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004324,MOREAU Gustave,1900,Mort de Sapho,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,"scène (Sapho, femme, femmes de lettres, poésie, lyre, suicide, falaise, Leucade)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,masonite,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Moreau%20-%20Mort%20de%20Sapho%2C%20Cat.%20625.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004325,MOREAU Gustave,1868,"Les Muses quittent Apollon, leur père, pour aller éclairer le monde",1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Apollon : trône, colonne, vase, fleur, cygne, griffon myth, le Parnasse, les Muses, lyre)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,292,152,peinture à l'huile,bois,Peinture mythologique,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Muses%20Leaving%20their%20Father%20Apollo%20to%20Go%20Out%20and%20Light%20the%20World%20by%20Gustave%20Moreau.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004326,MOREAU Gustave,1870,Naissance de Vénus,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Vénus : naissance, coquille Saint-Jacques, putti);fond de paysage (rocher)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,62,40,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004327,MOREAU Gustave,1890,Orphée sur la tombe d'Eurydice,1898,1999,,M5041,musée Gustave Moreau,paysage,"scène mythologique (Orphée : homme, douleur, tombeau, temple, paysage, symbole : arbre : mort, lyre, soir : lune)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004328,MOREAU Gustave,1890,Le Poète voyageur,1898,1999,France,M5041,musée Gustave Moreau,scène de genre,"scène (poésie : homme de lettres, assis, cithare, chapeau, Pégase, étoile);fond de paysage (montagne, arbre)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,146,180,peinture à l'huile,bois,Scène de genre,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004329,MOREAU Gustave,1880,Pasiphaé,1898,1999,France,M5041,musée Gustave Moreau,nu,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,91,195,peinture à l'huile,bois,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Pasiphae%20-%20Gustave%20Moreau.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004330,MOREAU Gustave,1850,"Paysage, ébauche",1898,1999,France,M5041,musée Gustave Moreau,paysage,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004331,MOREAU Gustave,1868,Prométhée,1898,1999,France,M5041,musée Gustave Moreau,portrait de profil,"scène mythologique (Prométhée : homme, de profil, nudité, captif, supplice, vautour);fond de paysage (rocher, colonne)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,122,205,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Moreau%20Prometheus.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004334,MOREAU Gustave,1870,Prométhée foudroyé,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Prométhée : homme, foudre, torche, groupe de figures : femme, tristesse);fond de paysage (rocher)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004335,MOREAU Gustave,1860,Les Rois mages,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Les Mages, serviteur, cheval, étoile, colombe);fond de paysage (rocher)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,282,290,Non renseigné,Non renseigné,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004336,MOREAU Gustave,1850,Sainte Cécile et les Anges de la musique,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004337,MOREAU Gustave,1850,Saint Sébastien,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004338,MOREAU Gustave,1850,Saint Sébastien,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004339,MOREAU Gustave,1874,Salomé,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Salomé, femme, nudité, parure, couronne, art de la danse, lotus, panthère, musicien : cithare, bourreau, épée, Hérode, trône, Hérodiade, intérieur, à l'orientale)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Moreau%E2%80%99s%20Salome7.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004342,MOREAU Gustave,1874,Étude pour Salomé,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Salomé : femme, art de la danse, vêtement : à l'orientale, draperie, serpent, lotus : fleur)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,31,23,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004343,MOREAU Gustave,1872,Mort de Sapho,1898,1999,France,M5041,musée Gustave Moreau,paysage,"paysage (rocher, mer, soleil, temple, oiseau de mer, Sapho : femme, femme de lettres, cadavre, lyre)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,20,33,peinture à l'huile,bois,Paysage,http://commons.wikimedia.org/wiki/Special:FilePath/Moreau%20-%20La%20Mort%20de%20Sapho%2C%20Inv.%2015503.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004345,MOREAU Gustave,1889,Jupiter et Sémélé,1898,1999,France,M5041,musée Gustave Moreau,scène de genre,"scène (trône : Jupiter, Sémélé, Pan : aile, allégorie : mort, douleur, colonne, ciel)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,65,80,peinture à l'huile,bois,Scène de genre,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004346,MOREAU Gustave,1850,Les Sirènes,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,62,38,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004351,MOREAU Gustave,1850,Circé,1898,1999,France,M5041,musée Gustave Moreau,paysage,"paysage (ciel, montagne, Circé, magie)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,40,46,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004352,MOREAU Gustave,1850,Enlèvement de Déjanire,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,138,172,Non renseigné,Non renseigné,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004353,MOREAU Gustave,1850,Thomyris et Cyrus,1898,1999,France,M5041,musée Gustave Moreau,paysage,"paysage (montagne, neige, gorge);scène (Cyrus : homme, décollation, Tomyris : femme, couché sur le côté, bourreau : sabre, vase : sang, antiquité :Romain)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004354,MOREAU Gustave,1850,Cléopâtre,1898,1999,France,M5041,musée Gustave Moreau,peinture d'histoire,"Vue d'intérieur (palais, Cléopâtre VII, effet de lumière)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,18,25,Non renseigné,Non renseigné,Peinture d'histoire,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004355,MOREAU Gustave,1850,Cléopâtre,1898,1999,France,M5041,musée Gustave Moreau,peinture d'histoire,"Vue d'intérieur (palais, Cléopâtre VII, jardin, effet de lumière)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,32,25,peinture à l'huile,bois,Peinture d'histoire,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004356,MOREAU Gustave,1850,Léda,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,50,45,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004357,MOREAU Gustave,1893,Moïse sauvé des eaux,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,128,173,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004358,MOREAU Gustave,1870,Hésiode et la Muse,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique(muse : Erato, femme, Hésiode : jeune homme : berger, assis, bâton, rocher, chien)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,20,33,peinture à l'huile,bois,Peinture mythologique,http://commons.wikimedia.org/wiki/Special:FilePath/Hesiod%20and%20the%20Muse%20by%20Gustave%20Moreau%20%281870%29.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004359,MOREAU Gustave,1850,Les Parques,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,38,45,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004360,MOREAU Gustave,1870,La Peste à Florence,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004361,MOREAU Gustave,1872,Salomé,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Salomé, couronne, lotus, art de la danse)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004367,MOREAU Gustave,1850,Bacchanale,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,154,50,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004368,MOREAU Gustave,1850,Le Décaméron,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,154,50,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004371,MOREAU Gustave,1850,Le Génie du mal,1898,1999,France,M5041,musée Gustave Moreau,paysage,"paysage (rocher, colonne, génie : le Mal ; groupe de figures : femme)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,70,20,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004372,MOREAU Gustave,1854,Postillon et Chevaux,1898,1999,France,M5041,musée Gustave Moreau,scène de genre,"scène (postillon : homme, dressage : cheval)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Scène de genre,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004373,MOREAU Gustave,1864,Magnolia,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004374,MOREAU Gustave,1875,Démon tentateur,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,37,51,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004375,MOREAU Gustave,1894,Le Poète et la Sirène,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,115,158,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004376,MOREAU Gustave,1850,La Débauche,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,35,65,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004377,MOREAU Gustave,1850,Ébauche,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,27,33,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004378,MOREAU Gustave,1850,Hélène,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Hélène, femme, nudité, fortification, Troie, cadavre, étoile)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,32,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004379,MOREAU Gustave,1850,Ébauche,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,22,28,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004380,MOREAU Gustave,1850,Ève,1898,1999,France,M5041,musée Gustave Moreau,art sacré,figure biblique (Eve : femme),propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,21,42,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004381,MOREAU Gustave,1850,Sacrifice d'Abraham,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004382,MOREAU Gustave,1875,Ariane et Thésée,1898,1999,France,M5041,musée Gustave Moreau,peinture d'histoire,"scène historique (Ariane, Thésée, montagne, temple, palais : Minos)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,119,147,peinture à l'huile,bois,Peinture d'histoire,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004383,MOREAU Gustave,1850,Sainte Cécile,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"figure (sainte Cécile de Rome : femme, de profil, en buste, ange : tête)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004384,MOREAU Gustave,1850,Les Sirènes,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004385,MOREAU Gustave,1875,Moïse exposé,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,100,81,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004386,MOREAU Gustave,1872,Décollation de Jean le Baptiste,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Salomé : femme, bourreau, sabre, saint Jean-Baptiste : décollation, intérieur : prison)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,33,42,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004387,MOREAU Gustave,1850,Descente de croix,1898,1999,France,M5041,musée Gustave Moreau,art sacré,scène biblique (Descente de Croix),propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,40,32,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004388,MOREAU Gustave,1850,Ève,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,65,125,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004389,MOREAU Gustave,1850,Mort de Moïse,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,128,160,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004390,MOREAU Gustave,1878,Jacob et l'Ange,1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Jacob, ange, combat)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,32,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004391,MOREAU Gustave,1878,Le Roi David,1898,1999,France,M5041,musée Gustave Moreau,art sacré,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,137,230,peinture à l'huile,bois,Art sacré,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Moreau%20-%20King%20David%20-%20Hammer%20museum.jpg,True,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004396,MOREAU Gustave,1852,Apollon et Daphné,1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Apollon, Daphné, métamorphose, laurier)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,32,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004397,MOREAU Gustave,1850,Tyrtée,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,Non renseigné,propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004398,MOREAU Gustave,1850,Orphée,1898,1999,France,M5041,musée Gustave Moreau,paysage,"paysage (plaine, arbre, Orphée : agenouillé)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Paysage,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004399,MOREAU Gustave,1850,Ébauche pour Sapho,1898,1999,France,M5041,musée Gustave Moreau,Non renseigné,"Sapho (femme de lettres, poésie)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,20,28,peinture à l'huile,bois,Non renseigné,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004400,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'or, Adam - Le Matin - La Prière",1898,1999,France,M5041,musée Gustave Moreau,nu,"scène biblique (Adam, Eve, nu, Paradis terrestre, prière, lever du jour : soleil)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Nu,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004401,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'or, Adam - Le Midi - L'Extase",1898,1999,France,M5041,musée Gustave Moreau,nu,"scène biblique (Adam, Eve, nu, Paradis terrestre, promenade, midi, oiseau)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Nu,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004402,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'or, Adam - Le Soir - Le Sommeil",1898,1999,France,M5041,musée Gustave Moreau,nu,"scène biblique (Adam, Eve, nu, Paradis terrestre, sommeil, soir)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Nu,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004403,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'argent, Hésiode et Orphée, Hésiode - Le Matin - L'Inspiration",1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Hésiode, muse : lyre, inspiration);fond de paysage (arbre, forêt, colline)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004404,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'argent, Hésiode et Orphée, Orphée - Le Midi - Le Chant",1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Orphée : chant, colonne commémorative, animal, muse);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004405,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge d'argent, Hésiode et Orphée, Hésiode - Le Soir - Les Larmes",1898,1999,France,M5041,musée Gustave Moreau,peinture mythologique,"scène mythologique (Hésiode : homme : pleurant, muse : départ);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Peinture mythologique,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004406,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge de fer, Caïn - Le Matin - Le Travail",1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Caïn : labour à la charrue, Abel : semailles);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004407,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge de fer, Caïn - Le Midi - Le Repos",1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Caïn : repos, solitude, Abel : offrande religieuse);fond de paysage",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
50410004408,MOREAU Gustave,1879,"La Vie de l'humanité : L'Âge de fer, Caïn - Le Soir - La Mort",1898,1999,France,M5041,musée Gustave Moreau,art sacré,"scène biblique (Caïn : meurtre, Abel, cadavre, soir);fond de paysage (ciel, oiseau)",propriété de l'État,don,legs,Paris,Ile-de-France,48.8589,2.3469,25,34,peinture à l'huile,bois,Art sacré,,False,1826-04-06,1826,1898-04-18,1898,France,Paris,Rennes,symbolisme
